Id,Type,Zoning Class,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Nbhd,Location Condition,Bldg Type,House Style,OvQual,Overall Cond,Built,Year Remod Add,Roof Style,Roof Material,Exterior Primary,Masonry/Veneer,Masonry/Veneer Area,Exterior Qual,Exterior Cond,Foundation,Basement Height,Basement Cond,Basement Exposure,Basement Finish,Basement Finished Area,Basement Unfinished Area,Basement Area,Heating Qual,CentralAir,Electrical,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Functionality,Fireplaces,Fireplce Qual,Garage Type,Garage Yr Built,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Pool Qual,Fence,Sale Type,Sale Condition,Sale Price
347,1-STORY 1946 & NEWER,Resid Low Density,NA,12772,NA,Slightly irregular,Level,Cul-de-sac,Gentle,North Ames,Normal,1-family Detached,1 story,6,8,1960,1998,Hip,Composite Shingle,Metal Siding,None,0,Average,Good,Cinder Block,"Typical (80-89"")",Average,Min Exposure,Below Avg Living Quarters,498,460,958,Average,Y,Standard Circuit Breakers & Romex,958,0,958,0,0,1,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Attached to home,1960,Rough Finished,1,301,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,151500
348,1-STORY 1946 & NEWER,Resid Low Density,NA,17600,NA,Slightly irregular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,6,5,1960,1960,Gable,Composite Shingle,Wood Siding,Brick Face,30,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,1270,208,1478,Excellent,Y,Fuse Box over 60 AMP and all Romex wiring (Average),1478,0,1478,1,0,2,0,3,1,Average,6,Typical Functionality,2,Good,Attached to home,1960,Unfinished,2,498,Average,Average,Paved ,0,40,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,157500
349,2-STORY PUD,Resid Low Density,36,2448,NA,Regular,Level,Inside lot,Gentle,Northridge Heights,Normal,Townhouse,2 story,7,5,2003,2004,Gable,Composite Shingle,Vinyl Siding,Stone,106,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,573,191,764,Excellent,Y,Standard Circuit Breakers & Romex,764,862,1626,1,0,2,1,2,1,Good,6,Typical Functionality,0,No Fireplace,Built-In (Garage with Room),2003,Rough Finished,2,474,Average,Average,Paved ,0,27,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,154000
350,2-STORY 1946 & NEWER,Resid Low Density,56,20431,NA,Irregular,Level,Inside lot,Gentle,Northridge Heights,Normal,1-family Detached,2 story,9,5,2005,2006,Hip,Composite Shingle,Cement Board,Brick Face,870,Excellent,Average,Poured Contrete,"Excellent (100+"")",Average,No Exposure,Good Living Quarters,1410,438,1848,Excellent,Y,Standard Circuit Breakers & Romex,1848,880,2728,1,0,2,1,4,1,Excellent,10,Typical Functionality,2,Excellent,Attached to home,2006,Finished,3,706,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),437154
351,1-STORY PUD,Resid Low Density,68,7820,NA,Slightly irregular,Level,Inside lot,Gentle,Northridge Heights,Normal,Townhouse End Unit,1 story,9,5,2007,2007,Hip,Composite Shingle,Metal Siding,Brick Face,362,Excellent,Average,Poured Contrete,"Excellent (100+"")",Average,No Exposure,Unfinshed,0,1869,1869,Excellent,Y,Standard Circuit Breakers & Romex,1869,0,1869,0,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good,Attached to home,2007,Rough Finished,2,617,Average,Average,Paved ,210,54,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),318061
352,1-STORY PUD,Resid Low Density,NA,5271,NA,Slightly irregular,Depression,Inside lot,Moderate,Clear Creek,Normal,1-family Detached,1 story,7,5,1986,1986,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,Good Exposure,Good Living Quarters,1082,371,1453,Good,Y,Standard Circuit Breakers & Romex,1453,0,1453,1,0,1,1,2,1,Good,6,Typical Functionality,1,Average,Attached to home,1986,Rough Finished,2,445,Average,Average,Paved ,0,80,0,0,184,0,No Pool,No Fence,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",190000
353,1-1/2 STORY ALL AGES,Resid Low Density,60,9084,NA,Regular,Level,Inside lot,Gentle,Edwards,Adjacent Arterial St,1-family Detached,1.5 story: 2nd level fin,5,6,1941,1950,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Fair,Min Exposure,Low Quality,236,0,616,Average,N,Standard Circuit Breakers & Romex,616,495,1111,0,1,1,0,3,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1941,Unfinished,1,200,Average,Fair,Paved ,48,0,0,0,0,0,No Pool,No Fence,Contract Low Down payment and low interest,Normal Sale,95000
354,1-STORY 1945 & OLDER,Resid Med Density,60,8520,NA,Regular,Level,Inside lot,Gentle,Old Town,Normal,1-family Detached,1 story,6,8,1928,2003,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Good,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,624,624,Good,Y,Standard Circuit Breakers & Romex,720,0,720,0,0,1,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,2005,Unfinished,2,484,Average,Average,Paved ,106,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,105900
355,1-1/2 STORY ALL AGES,Resid Low Density,60,8400,NA,Regular,Banked,Inside lot,Gentle,South & West of Iowa State,Normal,1-family Detached,1.5 story: 2nd level fin,6,5,1940,2000,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Low Quality,388,552,940,Excellent,Y,Standard Circuit Breakers & Romex,1192,403,1595,0,0,1,0,2,1,Average,6,Typical Functionality,2,Good,Attached to home,1940,Unfinished,1,240,Average,Average,Paved ,0,0,108,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,140000
356,1-STORY 1946 & NEWER,Resid Low Density,105,11249,NA,Irregular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,1 story,6,5,1995,1995,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Good,Poured Contrete,"Good (90-99"")",Good,No Exposure,Avg Living Quarters,334,322,1200,Excellent,Y,Standard Circuit Breakers & Romex,1200,0,1200,1,0,2,0,3,1,Good,6,Typical Functionality,0,No Fireplace,Attached to home,1995,Rough Finished,2,521,Average,Average,Paved ,0,26,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,177500
357,1-STORY 1946 & NEWER,Resid Low Density,NA,9248,NA,Slightly irregular,Level,Inside lot,Gentle,Gilbert,Normal,1-family Detached,1 story,6,6,1992,1992,Gable,Composite Shingle,Hard Board,Brick Face,106,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,560,598,1158,Good,Y,Standard Circuit Breakers & Romex,1167,0,1167,1,0,2,0,3,1,Good,6,Typical Functionality,0,No Fireplace,Attached to home,1992,Rough Finished,2,400,Average,Average,Paved ,120,26,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,173000
358,1-STORY PUD,Resid Med Density,44,4224,NA,Regular,Level,Inside lot,Gentle,Meadow Village,Normal,Townhouse End Unit,1 story,5,5,1976,1976,Gable,Composite Shingle,Cement Board,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Avg Living Quarters,874,268,1142,Average,Y,Standard Circuit Breakers & Romex,1142,0,1142,1,0,1,1,3,1,Average,6,Typical Functionality,1,Poor,Attached to home,1976,Finished,2,528,Average,Average,Paved ,536,90,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,134000
359,SPLIT OR MULTI-LEVEL,Resid Low Density,92,6930,NA,Slightly irregular,Level,Inside lot,Gentle,Clear Creek,Normal,1-family Detached,Split Level,5,4,1958,1958,Hip,Composite Shingle,Wood Siding,Brick Face,120,Average,Average,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Below Avg Living Quarters,300,468,1062,Excellent,Y,60 AMP Fuse Box and mostly Romex wiring (Fair),1352,0,1352,0,1,1,0,3,1,Good,6,Minor Deductions 2,0,No Fireplace,Built-In (Garage with Room),1958,Unfinished,1,288,Average,Average,Paved ,168,0,294,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",130000
360,2-STORY 1946 & NEWER,Resid Low Density,78,12011,NA,Slightly irregular,Level,Cul-de-sac,Gentle,Northridge,Normal,1-family Detached,2 story,8,5,1998,1998,Gable,Composite Shingle,Vinyl Siding,Brick Face,530,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,956,130,1086,Excellent,Y,Standard Circuit Breakers & Romex,1086,838,1924,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average,Attached to home,1998,Rough Finished,2,592,Average,Average,Paved ,208,75,0,0,374,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,280000
361,SPLIT FOYER,Resid Low Density,NA,7540,NA,Slightly irregular,Level,Cul-de-sac,Gentle,Mitchell,Normal,1-family Detached,Split Foyer,6,6,1978,1978,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,773,115,888,Excellent,Y,Standard Circuit Breakers & Romex,912,0,912,1,0,1,0,2,1,Average,5,Typical Functionality,1,Average,Attached to home,1978,Rough Finished,2,470,Average,Average,Paved ,0,0,0,0,192,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,156000
362,1-1/2 STORY ALL AGES,Resid Low Density,NA,9144,Pave,Regular,Level,Inside lot,Gentle,Brookside,Normal,1-family Detached,1.5 story: 2nd level fin,5,5,1940,1982,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Rec Room,399,484,883,Good,Y,Standard Circuit Breakers & Romex,988,517,1505,1,0,1,0,3,1,Average,8,Typical Functionality,0,No Fireplace,Detached from home,1940,Unfinished,1,240,Average,Average,Dirt/Gravel,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,145000
363,SPLIT FOYER,Resid Low Density,64,7301,NA,Regular,Level,Corner lot,Gentle,Edwards,Normal,1-family Detached,Split Foyer,7,5,2003,2003,Gable,Composite Shingle,Hard Board,Brick Face,500,Good,Average,Slab,No Basement,No Basement,No Basement,No Basement,0,0,0,Excellent,Y,Standard Circuit Breakers & Romex,495,1427,1922,0,0,3,0,4,1,Good,7,Typical Functionality,1,Excellent,Built-In (Garage with Room),2003,Rough Finished,2,672,Average,Average,Paved ,0,0,177,0,0,0,No Pool,No Fence,Contract Low Down,Normal Sale,198500
364,2-STORY PUD,Resid Med Density,21,1680,NA,Regular,Level,Inside lot,Gentle,Briardale,Normal,Townhouse,2 story,6,8,1972,2007,Gable,Composite Shingle,Hard Board,Brick Face,510,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,162,321,483,Good,Y,Standard Circuit Breakers & Romex,483,504,987,0,0,1,1,2,1,Good,5,Typical Functionality,0,No Fireplace,Detached from home,1972,Unfinished,1,264,Average,Average,Paved ,250,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,118000
365,2-STORY 1946 & NEWER,Resid Low Density,NA,18800,NA,Slightly irregular,Level,Frontage on 2 sides,Gentle,Northwest Ames,Normal,1-family Detached,2 story,6,5,1976,1976,Gable,Composite Shingle,Hard Board,Brick Face,120,Average,Average,Poured Contrete,"Good (90-99"")",Average,Min Exposure,Good Living Quarters,712,84,796,Average,Y,Standard Circuit Breakers & Romex,790,784,1574,1,0,2,1,3,1,Average,6,Typical Functionality,1,Average,Attached to home,1976,Finished,2,566,Average,Average,Paved ,306,111,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,190000
366,2-STORY 1945 & OLDER,Resid Med Density,59,10690,NA,Regular,Level,Inside lot,Gentle,Iowa DOT and Rail Road,Normal,1-family Detached,2 story,5,7,1920,1997,Hip,Composite Shingle,Vinyl Siding,None,0,Average,Good,Cinder Block,"Typical (80-89"")",Fair,No Exposure,Avg Rec Room,456,216,672,Good,Y,Fuse Box over 60 AMP and all Romex wiring (Average),672,672,1344,0,0,1,0,3,1,Average,6,Typical Functionality,0,No Fireplace,Detached from home,1964,Unfinished,1,468,Average,Fair,Paved ,0,128,218,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,147000
367,1-STORY 1946 & NEWER,Resid Low Density,NA,9500,NA,Slightly irregular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,6,5,1963,1963,Gable,Composite Shingle,Plywood,Brick Face,247,Average,Average,Cinder Block,"Good (90-99"")",Average,No Exposure,Below Avg Living Quarters,609,785,1394,Good,Y,Standard Circuit Breakers & Romex,1394,0,1394,1,0,1,1,3,1,Average,6,Typical Functionality,2,Good,Attached to home,1963,Rough Finished,2,514,Average,Average,Paved ,0,76,0,0,185,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,159000
368,SPLIT OR MULTI-LEVEL,Resid Low Density,101,9150,NA,Slightly irregular,Level,Corner lot,Gentle,North Ames,Normal,1-family Detached,Split Level,6,5,1962,1962,Gable,Gravel & Tar,Plywood,Brick Face,305,Average,Average,Cinder Block,"Good (90-99"")",Average,Good Exposure,Good Living Quarters,371,728,1099,Good,Y,Standard Circuit Breakers & Romex,1431,0,1431,0,1,1,0,3,1,Average,6,Typical Functionality,1,Good,Basement Garage,1962,Rough Finished,1,296,Average,Average,Paved ,64,110,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,165000
369,1-STORY 1946 & NEWER,Resid Low Density,78,7800,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,5,6,1954,1954,Gable,Composite Shingle,Hard Board,Brick Face,200,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Low Quality,540,728,1268,Good,Y,Standard Circuit Breakers & Romex,1268,0,1268,0,0,1,0,2,1,Average,7,Typical Functionality,1,Good,Attached to home,1954,Finished,1,244,Average,Average,Paved ,0,98,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,132000
370,1-STORY 1946 & NEWER,Resid Low Density,NA,9830,NA,Slightly irregular,Level,Corner lot,Gentle,North Ames,Normal,1-family Detached,1 story,5,7,1959,2006,Gable,Composite Shingle,Wood Siding,None,0,Average,Good,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,72,733,1063,Excellent,Y,Standard Circuit Breakers & Romex,1287,0,1287,1,0,1,0,3,1,Good,7,Typical Functionality,1,Good,Detached from home,1997,Finished,2,576,Average,Average,Paved ,364,17,0,0,182,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,162000
371,2-STORY 1946 & NEWER,Resid Low Density,NA,8121,NA,Slightly irregular,Level,Inside lot,Gentle,Gilbert,Normal,1-family Detached,2 story,6,5,2000,2000,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,953,953,Excellent,Y,Standard Circuit Breakers & Romex,953,711,1664,0,0,2,1,3,1,Average,7,Typical Functionality,1,Average,Attached to home,2000,Rough Finished,2,460,Average,Average,Paved ,100,40,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,172400
372,1-1/2 STORY ALL AGES,Resid Low Density,80,17120,NA,Regular,Level,Inside lot,Gentle,Clear Creek,Adjacent Feeder St,1-family Detached,1.5 story: 2nd level fin,4,4,1959,1959,Gable,Composite Shingle,Wood Shingles,None,0,Average,Average,Cinder Block,No Basement,No Basement,No Basement,No Basement,0,0,0,Average,Y,Standard Circuit Breakers & Romex,1120,468,1588,0,0,2,0,4,1,Average,7,Minor Deductions 2,1,Good,Detached from home,1991,Finished,2,680,Average,Average,Dirt/Gravel,0,59,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,134432
373,1-STORY PUD,Resid Low Density,50,7175,NA,Regular,Level,Inside lot,Gentle,Sawyer West,Normal,Townhouse End Unit,1 story,6,5,1984,1984,Gable,Composite Shingle,Plywood,None,0,Average,Average,Cinder Block,"Good (90-99"")",Average,No Exposure,Avg Living Quarters,623,0,744,Average,Y,Standard Circuit Breakers & Romex,752,0,752,1,0,1,0,2,1,Average,4,Typical Functionality,0,No Fireplace,Attached to home,1984,Unfinished,1,264,Average,Average,Paved ,353,0,0,0,90,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,125000
374,1-STORY 1946 & NEWER,Resid Low Density,79,10634,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,5,6,1953,1953,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,428,0,608,Average,Y,Standard Circuit Breakers & Romex,1319,0,1319,1,0,1,0,3,1,Average,5,Minor Deductions 2,0,No Fireplace,Attached to home,1953,Unfinished,1,270,Average,Average,Paved ,66,0,0,0,0,0,No Pool,Good Wood,Warranty Deed - Conventional,Normal Sale,123000
375,2-STORY 1946 & NEWER,Resid Low Density,65,8200,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2003,2004,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,847,847,Excellent,Y,Standard Circuit Breakers & Romex,847,1081,1928,0,0,2,1,4,1,Good,8,Typical Functionality,1,Good,Built-In (Garage with Room),2003,Finished,2,434,Average,Average,Paved ,100,48,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,219500
376,1-STORY 1945 & OLDER,Resid Low Density,NA,10020,NA,Slightly irregular,Depression,Inside lot,Severe,Edwards,Normal,1-family Detached,1 story,1,1,1922,1950,Gable,Composite Shingle,Wood Siding,None,0,Fair,Fair,Brick & Tile,"Fair (70-79"")",Poor,Good Exposure,Below Avg Living Quarters,350,333,683,Good,N,Fuse Box over 60 AMP and all Romex wiring (Average),904,0,904,1,0,0,1,1,1,Fair,4,Major Deductions 1,0,No Fireplace,No Garage,NA,No Garage,0,0,No Garage,No Garage,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,61000
377,SPLIT FOYER,Resid Low Density,57,8846,NA,Slightly irregular,Level,Cul-de-sac,Gentle,College Creek,Normal,1-family Detached,Split Foyer,5,5,1996,1996,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,298,572,870,Excellent,Y,Standard Circuit Breakers & Romex,914,0,914,0,0,1,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1998,Unfinished,2,576,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,148000
378,2-STORY 1946 & NEWER,Floating Village Resid,102,11143,NA,Slightly irregular,Level,Corner lot,Gentle,Somerset,Normal,1-family Detached,2 story,8,5,2004,2005,Gable,Composite Shingle,Cement Board,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,1580,1580,Excellent,Y,Standard Circuit Breakers & Romex,1580,886,2466,0,0,3,0,4,1,Good,8,Typical Functionality,1,Good,Attached to home,2004,Rough Finished,2,610,Average,Average,Paved ,159,214,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,340000
379,1-STORY 1946 & NEWER,Resid Low Density,88,11394,NA,Regular,Level,Corner lot,Gentle,Stone Brook,Normal,1-family Detached,1 story,9,2,2010,2010,Hip,Composite Shingle,Vinyl Siding,Stone,350,Good,Average,Poured Contrete,"Excellent (100+"")",Average,Avg Exposure,Good Living Quarters,1445,411,1856,Excellent,Y,Standard Circuit Breakers & Romex,1856,0,1856,1,0,1,1,1,1,Excellent,8,Typical Functionality,1,Excellent,Attached to home,2010,Finished,3,834,Average,Average,Paved ,113,0,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),394432
380,2-STORY 1946 & NEWER,Resid Low Density,60,8123,NA,Slightly irregular,Level,Inside lot,Gentle,Gilbert,Adjacent Railroad,1-family Detached,2 story,6,5,2000,2000,Gable,Composite Shingle,Vinyl Siding,Brick Face,16,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,982,982,Excellent,Y,Standard Circuit Breakers & Romex,1007,793,1800,0,0,2,1,3,1,Average,7,Typical Functionality,1,Average,Attached to home,2000,Finished,2,463,Average,Average,Paved ,100,63,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,179000
381,1-1/2 STORY ALL AGES,Resid Low Density,50,5000,Pave,Regular,Level,Inside lot,Gentle,South & West of Iowa State,Normal,1-family Detached,1.5 story: 2nd level fin,5,6,1924,1950,Gable,Composite Shingle,Brick Face,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Low Quality,218,808,1026,Average,Y,Standard Circuit Breakers & Romex,1026,665,1691,0,0,2,0,3,1,Good,6,Typical Functionality,1,Good,Detached from home,1924,Unfinished,1,308,Average,Average,Paved ,0,0,242,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,127000
382,1-STORY 1946 & NEWER,Floating Village Resid,60,7200,Pave,Regular,Level,Inside lot,Gentle,Somerset,Normal,1-family Detached,1 story,7,5,2006,2006,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Good,No Exposure,Unfinshed,0,1293,1293,Excellent,Y,Standard Circuit Breakers & Romex,1301,0,1301,1,0,2,0,2,1,Good,5,Typical Functionality,1,Good,Attached to home,2006,Rough Finished,2,572,Average,Average,Paved ,216,121,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),187750
383,2-STORY 1946 & NEWER,Resid Low Density,79,9245,NA,Slightly irregular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2006,2006,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Unfinshed,0,939,939,Excellent,Y,Standard Circuit Breakers & Romex,939,858,1797,0,0,2,1,3,1,Good,8,Typical Functionality,0,No Fireplace,Attached to home,2006,Rough Finished,2,639,Average,Average,Paved ,144,53,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,213500
