Id,Dwelling Type,Lot Frontage,Lot Area,Alley,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,Basement Area,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Yr Built,Garage Finish,Garage Cars,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Sale Condition,Sale Price
506,DUPLEX,60.0,7596,Grvl,Level,Old Town,Adjacent Arterial St,5,5,1952,360.0,0,960,960,960,1000,1960,0,0,2,0,4,2,Average,10,0,1952.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,124500
507,2-STORY 1946 & NEWER,80.0,9554,,Level,Sawyer West,Normal,8,5,1993,125.0,380,397,777,1065,846,1911,0,0,2,1,3,1,Good,8,1,1993.0,Rough Finished,2,182,81,0,0,0,0,Normal Sale,215000
508,1-STORY 1946 & NEWER,75.0,7862,,Level,Somerset,Normal,6,5,2009,0.0,27,1191,1218,1218,0,1218,0,0,2,0,2,1,Good,4,0,2009.0,Finished,2,0,102,0,0,0,0,Home was not completed when last assessed (associated with New Homes),208300
509,2-STORY 1945 & OLDER,60.0,9600,,Level,Old Town,Normal,7,9,1928,0.0,141,548,689,689,689,1378,0,0,2,0,3,1,Good,7,1,1928.0,Unfinished,2,0,0,116,0,0,0,Normal Sale,161000
510,1-STORY 1946 & NEWER,80.0,9600,,Level,North Ames,Normal,5,6,1959,132.0,991,50,1041,1041,0,1041,1,0,1,0,3,1,Average,6,0,1959.0,Rough Finished,1,224,88,0,0,0,0,Normal Sale,124500
511,1-STORY 1946 & NEWER,75.0,14559,,Level,North Ames,Normal,5,7,1951,70.0,650,178,1008,1363,0,1363,1,0,1,0,2,1,Average,6,2,1951.0,Unfinished,1,324,42,0,0,168,0,Normal Sale,164900
512,1-STORY PUD,40.0,6792,,Level,Northridge Heights,Normal,7,5,2005,94.0,0,1368,1368,1368,0,1368,0,0,2,0,2,1,Good,6,1,2005.0,Rough Finished,2,132,35,0,0,0,0,Home was not completed when last assessed (associated with New Homes),202665
513,1-STORY 1946 & NEWER,70.0,9100,,Level,North Ames,Adjacent Feeder St,5,5,1958,0.0,521,169,864,864,0,864,1,0,1,0,3,1,Average,5,0,1964.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,129900
514,1-STORY 1946 & NEWER,71.0,9187,,Banked,Mitchell,Normal,6,5,1983,0.0,336,748,1084,1080,0,1080,0,0,1,1,3,1,Average,5,0,1983.0,Unfinished,2,120,0,158,0,0,0,Normal Sale,134000
516,1-STORY 1946 & NEWER,94.0,12220,,Level,Northridge Heights,Normal,10,5,2009,305.0,1436,570,2006,2020,0,2020,1,0,2,1,3,1,Excellent,9,1,2009.0,Finished,3,156,54,0,0,0,0,Home was not completed when last assessed (associated with New Homes),402861
517,SPLIT OR MULTI-LEVEL,,10448,,Level,Northwest Ames,Normal,6,6,1972,333.0,0,689,689,1378,741,2119,0,0,2,1,3,1,Average,7,1,1972.0,Rough Finished,2,0,104,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",158000
518,2-STORY 1946 & NEWER,79.0,10208,,Level,Northridge,Normal,7,5,1996,921.0,0,1264,1264,1277,1067,2344,0,0,2,1,3,1,Good,7,1,1996.0,Rough Finished,3,220,0,0,0,0,0,Normal Sale,265000
519,2-STORY 1946 & NEWER,,9531,,Level,College Creek,Normal,6,5,1998,0.0,706,88,794,882,914,1796,1,0,2,1,3,1,Average,7,0,1998.0,Rough Finished,2,0,36,0,0,0,0,Normal Sale,211000
520,2-STORY 1945 & OLDER,53.0,10918,,Level,Crawford,Normal,7,9,1926,0.0,0,1276,1276,1276,804,2080,0,0,1,1,3,1,Good,9,2,1926.0,Unfinished,1,0,0,0,0,145,0,Normal Sale,234000
521,2 FAMILY CONVERSION,60.0,10800,Grvl,Level,Old Town,Normal,4,7,1900,0.0,0,0,0,694,600,1294,0,0,2,0,3,2,Average,7,0,,No Garage,0,220,114,210,0,0,0,Normal Sale,106250
522,1-STORY 1946 & NEWER,90.0,11988,,Level,North Ames,Adjacent Feeder St,6,6,1957,0.0,777,467,1244,1244,0,1244,0,0,1,1,3,1,Average,6,2,1957.0,Unfinished,1,0,40,0,0,0,0,Normal Sale,150000
523,1-1/2 STORY ALL AGES,50.0,5000,,Level,Brookside,Adjacent Feeder St,6,7,1947,0.0,399,605,1004,1004,660,1664,0,0,2,0,3,1,Average,7,2,1950.0,Unfinished,2,0,24,36,0,0,0,Normal Sale,159000
524,2-STORY 1946 & NEWER,130.0,40094,,Banked,Edwards,Near Pos Feature,10,5,2007,762.0,2260,878,3138,3138,1538,4676,1,0,3,1,3,1,Excellent,11,1,2007.0,Finished,3,208,406,0,0,0,0,Home was not completed when last assessed (associated with New Homes),184750
525,2-STORY 1946 & NEWER,95.0,11787,,Level,Northridge,Normal,7,5,1996,594.0,719,660,1379,1383,1015,2398,1,0,2,1,3,1,Good,8,1,1996.0,Finished,3,239,60,0,0,0,0,Normal Sale,315750
526,1-STORY 1946 & NEWER,62.0,7500,Pave,Level,Somerset,Normal,7,5,2005,0.0,0,1257,1257,1266,0,1266,0,0,2,0,3,1,Good,6,1,2005.0,Unfinished,2,38,144,0,0,0,0,Normal Sale,176000
527,1-STORY 1946 & NEWER,70.0,13300,,Level,North Ames,Normal,5,7,1956,0.0,377,551,928,928,0,928,0,0,1,0,2,1,Average,4,0,1956.0,Unfinished,1,261,0,156,0,0,0,Normal Sale,132000
528,2-STORY 1946 & NEWER,67.0,14948,,Level,Northridge Heights,Normal,9,5,2008,268.0,1330,122,1452,1476,1237,2713,1,0,2,1,3,1,Excellent,11,1,2008.0,Finished,3,126,66,0,0,0,0,Home was not completed when last assessed (associated with New Homes),446261
529,1-STORY 1945 & OLDER,58.0,9098,,Level,Edwards,Normal,4,7,1920,0.0,348,180,528,605,0,605,1,0,1,0,2,1,Average,5,0,,No Garage,0,0,0,144,0,0,0,Normal Sale,86000
530,1-STORY 1946 & NEWER,,32668,,Level,Crawford,Normal,6,3,1957,,1219,816,2035,2515,0,2515,1,0,3,0,4,2,Average,9,2,1975.0,Rough Finished,2,0,0,200,0,0,0,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",200624
531,SPLIT OR MULTI-LEVEL,85.0,10200,,Level,Timberland,Normal,6,5,1988,219.0,783,678,1461,1509,0,1509,1,0,2,0,3,1,Good,5,1,1988.0,Rough Finished,2,224,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",175000
532,2-STORY 1945 & OLDER,60.0,6155,,Level,Brookside,Near Railroad,6,8,1920,0.0,0,611,611,751,611,1362,0,0,2,0,3,1,Average,6,0,1920.0,Finished,2,0,0,84,0,0,0,Normal Sale,128000
533,1-STORY 1946 & NEWER,60.0,7200,,Level,North Ames,Normal,5,7,1955,0.0,0,0,0,827,0,827,0,0,1,0,2,1,Average,5,1,1967.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,107500
534,1-STORY 1946 & NEWER,50.0,5000,,Depression,Brookside,Normal,1,3,1946,0.0,0,0,0,334,0,334,0,0,1,0,1,1,Fair,2,0,,No Garage,0,0,0,0,0,0,0,Normal Sale,39300
535,2-STORY 1946 & NEWER,74.0,9056,,Level,Gilbert,Normal,8,5,2004,0.0,0,707,707,707,707,1414,0,0,2,1,3,1,Good,6,1,2004.0,Finished,2,100,35,0,0,0,0,Normal Sale,178000
536,2 FAMILY CONVERSION,70.0,7000,,Level,Edwards,Normal,5,7,1910,0.0,969,148,1117,820,527,1347,1,0,1,0,3,1,Average,5,0,,No Garage,0,85,0,148,0,0,0,Normal Sale,107500
537,2-STORY 1946 & NEWER,57.0,8924,,Level,College Creek,Normal,7,5,1998,0.0,0,880,880,880,844,1724,0,0,2,1,3,1,Good,8,0,1998.0,Finished,2,120,155,0,0,0,0,Normal Sale,188000
538,1-STORY 1946 & NEWER,,12735,,Level,North Ames,Normal,4,5,1972,0.0,600,264,864,864,0,864,0,0,1,0,3,1,Average,5,0,1980.0,Unfinished,2,216,0,0,0,0,0,Normal Sale,111250
539,1-STORY 1946 & NEWER,,11553,,Level,Sawyer,Normal,5,5,1968,188.0,673,378,1051,1159,0,1159,0,0,1,1,3,1,Average,7,1,1968.0,Unfinished,1,466,0,0,0,0,0,Normal Sale,158000
540,1-STORY 1946 & NEWER,,11423,,Level,College Creek,Normal,8,5,2001,479.0,1358,223,1581,1601,0,1601,1,0,2,0,3,1,Good,6,1,2001.0,Rough Finished,2,180,0,0,0,0,0,Normal Sale,272000
541,1-STORY 1946 & NEWER,85.0,14601,,Level,Timberland,Normal,9,5,2006,584.0,1260,578,1838,1838,0,1838,1,0,2,0,2,1,Excellent,8,1,2006.0,Finished,3,270,68,0,0,0,0,Normal Sale,315000
542,2-STORY 1946 & NEWER,,11000,,Level,Northridge,Normal,8,5,2000,72.0,0,969,969,997,1288,2285,0,0,2,1,4,1,Good,8,1,2000.0,Finished,3,0,56,0,0,0,0,Normal Sale,248000
543,1-STORY 1946 & NEWER,78.0,10140,,Level,Northwest Ames,Adjacent Railroad,7,5,1998,0.0,144,379,1650,1680,0,1680,1,0,2,0,3,1,Good,7,1,1998.0,Finished,2,78,73,0,0,0,0,Normal Sale,213250
544,1-STORY PUD,34.0,4058,,Level,North Ames,Normal,7,5,1998,182.0,584,0,723,767,0,767,1,0,1,0,1,1,Average,4,0,1998.0,Finished,1,120,40,0,0,0,0,Normal Sale,133000
545,2-STORY 1946 & NEWER,58.0,17104,,Level,Gilbert,Normal,7,5,2006,0.0,554,100,654,664,832,1496,1,0,2,1,3,1,Good,7,1,2006.0,Rough Finished,2,100,24,0,0,0,0,Home was not completed when last assessed (associated with New Homes),179665
546,1-1/2 STORY ALL AGES,,13837,,Level,Northwest Ames,Normal,7,5,1988,178.0,1002,0,1204,1377,806,2183,0,0,2,1,4,1,Good,9,0,1988.0,Unfinished,3,0,0,0,0,0,0,Normal Sale,229000
547,1-1/2 STORY ALL AGES,70.0,8737,,Banked,Brookside,Normal,6,7,1923,0.0,300,765,1065,915,720,1635,0,0,1,1,3,1,Average,6,1,1950.0,Unfinished,2,0,38,0,144,0,0,Normal Sale,210000
548,SPLIT FOYER,54.0,7244,,Level,Mitchell,Normal,5,7,1970,0.0,619,149,768,768,0,768,1,0,1,0,2,1,Average,5,0,1987.0,Unfinished,2,104,0,0,0,0,0,Normal Sale,129500
549,1-STORY 1946 & NEWER,49.0,8235,,Hillside,Old Town,Near Railroad,5,7,1955,0.0,180,0,825,825,0,825,1,0,1,0,2,1,Average,4,0,1963.0,Rough Finished,2,140,50,0,0,0,0,Normal Sale,125000
550,2-STORY 1946 & NEWER,75.0,9375,,Level,Somerset,Normal,7,5,2003,0.0,0,912,912,912,1182,2094,0,0,2,1,4,1,Good,8,1,2003.0,Finished,2,182,182,0,0,0,0,Normal Sale,263000
551,1-STORY PUD,53.0,4043,,Level,Northpark Villa,Normal,6,6,1977,0.0,559,510,1069,1069,0,1069,0,0,2,0,2,1,Average,4,0,1977.0,Rough Finished,2,0,55,0,0,200,0,"Abnormal Sale -  trade, foreclosure, short sale",140000
552,1-STORY 1946 & NEWER,50.0,6000,,Level,Old Town,Normal,5,6,1957,0.0,308,620,928,928,0,928,0,0,1,0,3,1,Average,5,0,1957.0,Finished,1,0,0,0,0,0,0,Normal Sale,112500
553,1-STORY 1946 & NEWER,87.0,11146,,Level,Northridge Heights,Normal,8,5,2006,250.0,0,1709,1709,1717,0,1717,0,0,2,0,3,1,Good,7,1,2006.0,Rough Finished,3,169,39,0,0,0,0,Normal Sale,255500
554,1-STORY 1946 & NEWER,67.0,8777,,Level,Edwards,Adjacent Feeder St,4,5,1949,0.0,0,0,0,1126,0,1126,0,0,2,0,2,1,Good,5,0,2002.0,Finished,2,0,96,0,0,0,0,Normal Sale,108000
555,2-STORY 1946 & NEWER,85.0,10625,,Level,Northridge Heights,Normal,7,5,2003,292.0,866,132,998,1006,1040,2046,1,0,2,1,3,1,Good,8,1,2003.0,Rough Finished,3,320,62,0,0,0,0,Normal Sale,284000
557,1-STORY 1946 & NEWER,69.0,14850,,Level,North Ames,Normal,5,5,1957,0.0,895,197,1092,1092,0,1092,1,0,1,0,2,1,Average,6,1,1957.0,Finished,1,268,0,0,0,122,0,Normal Sale,141000
558,1-1/2 STORY ALL AGES,60.0,11040,,Depression,Iowa DOT and Rail Road,Normal,4,6,1920,0.0,637,0,637,897,439,1336,0,0,1,1,3,1,Average,7,0,1994.0,Unfinished,1,0,47,120,0,0,0,Normal Sale,108000
559,2-STORY 1946 & NEWER,57.0,21872,,Hillside,Gilbert,Normal,7,5,1996,0.0,604,125,729,729,717,1446,0,1,2,1,3,1,Average,6,1,1996.0,Unfinished,2,264,22,0,0,0,0,Normal Sale,175000
560,1-STORY PUD,,3196,,Level,Bloomington Heights,Normal,7,5,2003,18.0,0,1374,1374,1557,0,1557,0,0,2,0,2,1,Good,7,1,2003.0,Finished,2,143,20,0,0,0,0,Normal Sale,234000
561,1-STORY 1946 & NEWER,,11341,,Level,Sawyer,Normal,5,6,1957,180.0,1302,90,1392,1392,0,1392,1,0,1,1,3,1,Average,5,1,1957.0,Unfinished,2,0,0,0,0,95,0,Normal Sale,121500
562,1-STORY 1946 & NEWER,77.0,10010,,Level,Mitchell,Normal,5,5,1974,0.0,1071,195,1389,1389,0,1389,1,0,1,0,2,1,Average,6,1,1975.0,Rough Finished,2,240,38,0,0,0,0,Normal Sale,170000
563,1-STORY 1945 & OLDER,63.0,13907,,Level,Edwards,Normal,5,6,1940,0.0,290,706,996,996,0,996,1,0,1,0,3,1,Average,6,1,,No Garage,0,144,0,0,0,0,0,Normal Sale,108000
564,1-1/2 STORY ALL AGES,66.0,21780,,Level,Edwards,Normal,6,7,1918,0.0,0,1163,1163,1163,511,1674,0,0,2,0,4,1,Average,8,1,1955.0,Finished,2,72,36,0,0,144,0,Normal Sale,185000
565,2-STORY 1946 & NEWER,,13346,,Level,Northridge,Normal,7,5,1992,0.0,728,367,1095,1166,1129,2295,1,0,2,1,4,1,Good,9,1,1992.0,Rough Finished,2,0,40,0,0,0,0,Normal Sale,268000
566,2-STORY 1945 & OLDER,66.0,6858,,Banked,South & West of Iowa State,Normal,6,4,1915,0.0,0,806,806,841,806,1647,1,0,1,1,4,1,Fair,6,0,1920.0,Unfinished,1,0,66,136,0,0,0,Normal Sale,128000
567,2-STORY 1946 & NEWER,77.0,11198,,Level,Stone Brook,Normal,9,5,2005,245.0,0,1122,1122,1134,1370,2504,0,0,2,1,4,1,Excellent,11,1,2005.0,Finished,3,144,39,0,0,0,0,Normal Sale,325000
568,1-STORY 1946 & NEWER,70.0,10171,,Level,Northridge Heights,Normal,7,5,2004,168.0,2,1515,1517,1535,0,1535,0,0,2,0,3,1,Good,7,0,2004.0,Rough Finished,2,0,0,0,0,0,0,Normal Sale,214000
569,1-1/2 STORY ALL AGES,79.0,12327,,Depression,Sawyer West,Normal,8,8,1983,0.0,1441,55,1496,1496,636,2132,1,0,1,1,1,1,Good,5,1,1983.0,Finished,2,349,40,0,0,0,0,Normal Sale,316600
570,DUPLEX,,7032,,Level,North Ames,Normal,5,5,1979,0.0,943,0,943,943,0,943,1,0,1,0,2,1,Average,4,2,1979.0,Unfinished,2,42,0,0,0,0,0,Normal Sale,135960
571,DUPLEX,74.0,13101,,Level,North Ames,Normal,5,5,1965,108.0,231,1497,1728,1728,0,1728,0,0,2,0,6,2,Average,10,0,1987.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,142600
572,1-STORY 1946 & NEWER,60.0,7332,,Level,North Ames,Normal,6,6,1959,207.0,414,450,864,864,0,864,1,0,1,0,2,1,Good,4,0,1959.0,Unfinished,1,168,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",120000
573,2-STORY 1946 & NEWER,83.0,13159,,Hillside,Timberland,Normal,7,5,2009,0.0,0,846,846,846,846,1692,0,0,2,1,3,1,Good,6,0,2009.0,Rough Finished,2,208,114,0,0,0,0,Home was not completed when last assessed (associated with New Homes),224500
574,SPLIT OR MULTI-LEVEL,76.0,9967,,Level,Gilbert,Normal,7,5,2000,0.0,0,384,384,774,656,1430,0,0,2,1,3,1,Average,8,1,2000.0,Rough Finished,2,100,0,0,0,0,0,Normal Sale,170000
575,SPLIT OR MULTI-LEVEL,70.0,10500,,Level,North Ames,Normal,5,7,1971,82.0,349,23,372,576,533,1109,0,1,1,0,3,1,Average,5,0,1971.0,Unfinished,1,35,0,0,0,0,0,Normal Sale,139000
576,1-1/2 STORY ALL AGES,80.0,8480,,Level,North Ames,Normal,5,5,1947,0.0,442,390,832,832,384,1216,0,0,1,0,2,1,Average,6,0,1947.0,Unfinished,1,158,0,102,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",118500
577,1-1/2 STORY ALL AGES,52.0,6292,,Level,South & West of Iowa State,Normal,7,7,1928,0.0,0,861,861,877,600,1477,0,1,2,0,3,1,Average,6,1,1928.0,Unfinished,1,0,50,0,0,0,0,Normal Sale,145000
578,SPLIT OR MULTI-LEVEL,96.0,11777,,Level,Sawyer,Normal,5,6,1966,97.0,328,285,1164,1320,0,1320,1,0,1,0,3,1,Average,6,2,1966.0,Rough Finished,2,160,68,240,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",164500
579,2-STORY PUD,34.0,3604,Pave,Level,Somerset,Normal,7,5,2007,0.0,0,689,689,703,689,1392,0,0,2,0,2,1,Good,5,0,2007.0,Unfinished,2,0,102,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",146000
580,1-1/2 STORY ALL AGES,81.0,12150,Grvl,Level,Old Town,Normal,5,5,1954,335.0,0,1050,1050,1050,745,1795,0,0,2,0,4,1,Average,7,0,1954.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,131500
581,1-STORY 1946 & NEWER,,14585,,Level,North Ames,Normal,6,6,1960,85.0,594,331,1144,1429,0,1429,0,1,1,0,3,1,Good,7,2,1960.0,Unfinished,2,216,110,0,0,0,0,Normal Sale,181900
582,1-STORY 1946 & NEWER,98.0,12704,,Level,Northridge Heights,Normal,8,5,2008,306.0,0,2042,2042,2042,0,2042,0,0,2,1,3,1,Excellent,8,1,2009.0,Rough Finished,3,0,90,0,0,0,0,Home was not completed when last assessed (associated with New Homes),253293
583,DUPLEX,81.0,11841,,Level,Edwards,Normal,6,5,1990,104.0,816,0,816,816,0,816,1,0,1,0,3,1,Average,5,0,,No Garage,0,0,32,0,0,0,0,Normal Sale,118500
584,2-1/2 STORY ALL AGES,75.0,13500,,Level,Old Town,Adjacent Arterial St,10,9,1893,0.0,0,1237,1237,1521,1254,2775,0,0,3,1,3,1,Good,9,1,1988.0,Unfinished,2,105,502,0,0,0,0,Normal Sale,325000
585,1-1/2 STORY ALL AGES,51.0,6120,,Level,Brookside,Normal,4,7,1935,0.0,0,884,884,989,584,1573,0,0,1,0,3,1,Good,6,0,1935.0,Unfinished,1,0,0,54,0,120,0,Normal Sale,133000
586,1-STORY 1946 & NEWER,88.0,11443,,Level,Timberland,Normal,8,5,2005,208.0,1460,408,1868,2028,0,2028,1,0,2,0,2,1,Good,7,2,2005.0,Rough Finished,3,326,66,0,0,0,0,Home was not completed when last assessed (associated with New Homes),369900
587,1-STORY 1945 & OLDER,55.0,10267,,Level,Brookside,Adjacent Railroad,6,7,1918,0.0,210,0,816,838,0,838,1,0,1,0,2,1,Fair,5,0,1961.0,Finished,1,0,0,112,0,0,0,Normal Sale,130000
588,SPLIT FOYER,74.0,8740,,Level,Sawyer,Normal,5,6,1982,0.0,672,168,840,860,0,860,1,0,1,0,2,1,Average,4,0,1996.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,137000
589,1-STORY 1946 & NEWER,65.0,25095,,Depression,Clear Creek,Normal,5,8,1968,0.0,1324,113,1437,1473,0,1473,2,0,1,0,1,1,Excellent,5,2,1968.0,Unfinished,1,0,48,0,0,60,0,Home was not completed when last assessed (associated with New Homes),143000
591,2-STORY 1946 & NEWER,64.0,8320,,Level,College Creek,Normal,7,5,2004,0.0,490,280,770,770,812,1582,0,0,2,1,3,1,Good,6,0,2004.0,Rough Finished,2,0,45,0,0,0,0,Normal Sale,185900
592,2-STORY 1946 & NEWER,97.0,13478,,Level,Northridge Heights,Normal,10,5,2008,420.0,1338,384,1722,1728,568,2296,1,0,2,1,3,1,Excellent,10,1,2008.0,Rough Finished,3,382,274,0,0,0,0,Normal Sale,451950
593,1-STORY 1946 & NEWER,60.0,6600,,Level,Mitchell,Normal,5,8,1982,0.0,816,0,816,816,0,816,1,0,1,0,2,1,Average,4,0,1985.0,Finished,2,0,0,0,0,0,0,Normal Sale,138000
594,1-STORY PUD,,4435,,Level,College Creek,Normal,6,5,2003,170.0,685,163,848,848,0,848,1,0,1,0,1,1,Good,4,0,2003.0,Finished,2,140,0,0,0,0,0,Normal Sale,140000
595,1-STORY 1946 & NEWER,88.0,7990,,Level,College Creek,Normal,5,6,1975,0.0,0,924,924,924,0,924,0,0,1,0,3,1,Average,5,0,1981.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,110000
596,1-STORY 1946 & NEWER,69.0,11302,,Level,Stone Brook,Normal,8,5,2005,238.0,1422,392,1814,1826,0,1826,1,0,2,0,3,1,Good,7,1,2005.0,Finished,3,180,75,0,0,120,0,Home was not completed when last assessed (associated with New Homes),319000
597,2-STORY 1945 & OLDER,60.0,3600,Grvl,Level,Old Town,Normal,6,7,1910,0.0,0,684,684,684,684,1368,0,0,1,0,3,1,Average,7,0,1930.0,Unfinished,1,0,158,0,0,0,0,Normal Sale,114504
598,1-STORY PUD,53.0,3922,,Level,Bloomington Heights,Normal,7,5,2006,72.0,0,1258,1258,1402,0,1402,0,2,0,2,2,1,Good,7,1,2006.0,Finished,3,120,16,0,0,0,0,Home was not completed when last assessed (associated with New Homes),194201
599,1-STORY 1946 & NEWER,80.0,12984,,Banked,Crawford,Normal,5,6,1977,459.0,1283,0,1430,1647,0,1647,1,0,2,0,3,1,Good,7,1,1977.0,Finished,2,0,0,0,0,0,0,Normal Sale,217500
600,2-STORY PUD,24.0,1950,,Level,Bluestem,Normal,6,6,1980,0.0,81,23,716,716,840,1556,1,0,2,1,3,1,Average,6,1,1980.0,Finished,2,161,0,0,0,0,0,Normal Sale,151000
601,2-STORY 1946 & NEWER,74.0,10927,,Level,Northridge Heights,Normal,8,5,2005,280.0,546,512,1058,1058,846,1904,1,0,2,1,3,1,Excellent,8,1,2003.0,Finished,2,179,60,0,0,0,0,Normal Sale,275000
602,1-1/2 STORY ALL AGES,50.0,9000,,Banked,Iowa DOT and Rail Road,Normal,6,6,1937,0.0,0,780,780,780,595,1375,0,0,1,1,3,1,Good,6,1,1979.0,Unfinished,1,0,162,0,0,126,0,Normal Sale,141000
603,2-STORY 1946 & NEWER,80.0,10041,,Level,Sawyer West,Normal,8,5,1992,0.0,789,119,908,927,988,1915,1,0,2,1,3,1,Good,8,1,1992.0,Finished,2,120,150,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",220000
604,2-STORY PUD,30.0,3182,Pave,Level,Somerset,Normal,7,5,2004,0.0,0,600,600,600,600,1200,0,0,2,1,2,1,Good,4,0,2004.0,Rough Finished,2,0,172,0,0,0,0,Normal Sale,151000
605,1-STORY 1946 & NEWER,88.0,12803,,Level,College Creek,Normal,7,5,2002,99.0,922,572,1494,1494,0,1494,1,0,2,0,3,1,Good,6,1,2002.0,Rough Finished,2,192,36,0,0,0,0,Normal Sale,221000
606,2-STORY 1946 & NEWER,85.0,13600,,Level,North Ames,Normal,7,6,1965,176.0,454,314,768,1186,800,1986,0,0,2,1,3,1,Average,7,3,1965.0,Unfinished,2,0,42,0,0,189,0,Normal Sale,205000
607,1-STORY 1946 & NEWER,82.0,12464,,Depression,College Creek,Normal,5,5,1996,0.0,732,308,1040,1040,0,1040,1,0,1,0,3,1,Good,6,0,2000.0,Unfinished,2,168,0,0,0,0,0,Normal Sale,152000
608,1-STORY 1946 & NEWER,78.0,7800,,Banked,Edwards,Normal,5,8,1948,0.0,603,293,896,1112,896,2008,1,0,3,0,3,1,Excellent,8,0,1948.0,Unfinished,1,103,0,0,0,0,0,Normal Sale,225000
609,2-STORY 1945 & OLDER,78.0,12168,,Hillside,Crawford,Normal,8,6,1934,0.0,428,537,965,1940,1254,3194,0,0,2,1,4,1,Average,10,2,1934.0,Unfinished,2,0,0,0,0,0,0,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",359100
610,1-STORY 1946 & NEWER,61.0,7943,,Level,Sawyer,Adjacent Feeder St,4,5,1961,192.0,903,126,1029,1029,0,1029,1,0,1,0,3,1,Average,5,0,1961.0,Unfinished,1,64,0,39,0,0,0,Normal Sale,118500
611,2-STORY 1946 & NEWER,,11050,,Level,College Creek,Near Pos Feature,9,5,2000,204.0,904,536,1440,1476,677,2153,1,0,2,1,3,1,Excellent,8,2,2000.0,Finished,3,253,142,0,0,0,0,Normal Sale,313000
612,SPLIT OR MULTI-LEVEL,,10395,,Level,Northwest Ames,Normal,6,6,1978,233.0,605,427,1032,1032,0,1032,0,1,2,0,3,1,Average,6,1,1978.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,148000
613,2-STORY 1946 & NEWER,,11885,,Level,College Creek,Normal,8,5,2001,108.0,990,309,1299,1299,573,1872,1,0,2,1,3,1,Excellent,7,1,2001.0,Rough Finished,2,160,122,0,0,0,0,Normal Sale,261500
614,1-STORY 1946 & NEWER,70.0,8402,,Level,Mitchell,Adjacent Feeder St,5,5,2007,0.0,206,914,1120,1120,0,1120,0,0,1,0,3,1,Average,6,0,,No Garage,0,0,30,0,0,0,0,Home was not completed when last assessed (associated with New Homes),147000
616,SPLIT FOYER,80.0,8800,,Level,North Ames,Adjacent Feeder St,6,7,1963,156.0,763,173,936,1054,0,1054,1,0,1,0,3,1,Good,6,0,1963.0,Rough Finished,2,120,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",137500
617,2-STORY 1946 & NEWER,,7861,,Level,Gilbert,Normal,6,5,2002,0.0,457,326,783,807,702,1509,1,0,2,1,3,1,Good,7,1,2002.0,Finished,2,100,75,0,0,0,0,Normal Sale,183200
619,1-STORY 1946 & NEWER,90.0,11694,,Level,Northridge Heights,Normal,9,5,2007,452.0,48,1774,1822,1828,0,1828,0,0,2,0,3,1,Good,9,1,2007.0,Unfinished,3,0,108,0,0,260,0,Home was not completed when last assessed (associated with New Homes),314813
620,2-STORY 1946 & NEWER,85.0,12244,,Level,Timberland,Normal,8,5,2003,226.0,871,611,1482,1482,780,2262,1,0,2,1,4,1,Good,10,2,2003.0,Finished,3,168,0,0,0,0,0,Normal Sale,305000
621,1-STORY 1945 & OLDER,45.0,8248,Grvl,Level,Edwards,Normal,3,3,1914,0.0,41,823,864,864,0,864,1,0,1,0,2,1,Average,5,0,,No Garage,0,0,0,100,0,0,0,Normal Sale,67000
622,2-STORY 1946 & NEWER,90.0,10800,,Level,Northwest Ames,Normal,6,7,1974,0.0,956,384,1522,1548,1066,2614,0,0,2,1,4,1,Average,9,1,1974.0,Rough Finished,2,38,243,0,0,0,0,Normal Sale,240000
623,1-STORY 1946 & NEWER,71.0,7064,,Level,Sawyer,Normal,5,6,1977,153.0,560,420,980,980,0,980,0,0,1,0,3,1,Average,6,0,1986.0,Unfinished,2,192,0,0,0,0,0,Normal Sale,135000
